PlantNum,WTM_X,WTM_Y,AY,Course,Density,Bed,PlotID,Row,RowID,OldLocFt,NewLoc,NewLocFt,NewLocIn,NewLocDecFt,NewLocM,PlotLen,PlotLenFt,PlotLenIn,PlotLenDecFt,PlotLen_m,RelativePos,FrontX_WTM,BackX_WTM,FrontY_WTM,BackY_WTM
115,556078.324,405074.6567,1,5,Low,3,L-503,1,L-503-1,9'11,NA,,,0,3.023,20'9,20,9,20.75,6.3246,0.477974892,556078.3516,556078.2938,405071.5675,405078.0306
116,556092.6755,405075.5817,0,5,Low,1,L-511,1,L-511-1,12'7,12'11,12,11,12.9167,3.937,20'4,20,4,20.3333,6.1976,0.635245902,556092.6766,556092.6748,405071.665,405077.8307
117,556093.2337,405073.5197,1,5,Low,1,L-511,2,L-511-2,5'8,6'2,6,2,6.1667,1.8796,20'7,20,7,20.5833,6.2738,0.299595142,556093.2336,556093.2341,405071.6658,405077.8537
118,556093.2339,405075.3986,0,5,Low,1,L-511,2,L-511-2,11'11,12'5,12,5,12.4167,3.7846,20'7,20,7,20.5833,6.2738,0.603238866,556093.2336,556093.2341,405071.6658,405077.8537
119,556093.234,405077.1522,1,5,Low,1,L-511,2,L-511-2,17'10,18'3,18,3,18.25,5.5626,20'7,20,7,20.5833,6.2738,0.886639676,556093.2336,556093.2341,405071.6658,405077.8537
120,556093.7291,405073.3932,0,5,Low,1,L-511,3,L-511-3,5'5,5'9,5,9,5.75,1.7526,20'5,20,5,20.4167,6.223,0.281632653,556093.725,556093.7397,405071.6451,405077.852
121,556093.7305,405073.9759,0,5,Low,1,L-511,3,L-511-3,7'4,7'8,7,8,7.6667,2.3368,20'5,20,5,20.4167,6.223,0.375510204,556093.725,556093.7397,405071.6451,405077.852
122,556093.7363,405076.4333,1,5,Low,1,L-511,3,L-511-3,15'4,15'9,15,9,15.75,4.8006,20'5,20,5,20.4167,6.223,0.771428571,556093.725,556093.7397,405071.6451,405077.852
123,556103.6144,405082.5567,1,4,Low,7,L-417,1,L-417-1,3'4,4'1,4,1,4.0833,1.2446,20'4,20,4,20.3333,6.1976,0.200819672,556103.6149,556103.6124,405081.3216,405087.4718
124,556103.6137,405084.2959,0,4,Low,7,L-417,1,L-417-1,9'2,9'10,9,10,9.8333,2.9972,20'4,20,4,20.3333,6.1976,0.483606557,556103.6149,556103.6124,405081.3216,405087.4718
125,556103.6134,405084.9512,0,4,Low,7,L-417,1,L-417-1,11'3,12'0,12,0,12,3.6576,20'4,20,4,20.3333,6.1976,0.590163934,556103.6149,556103.6124,405081.3216,405087.4718
126,556103.613,405086.0603,1,4,Low,7,L-417,1,L-417-1,15'0,15'8,15,8,15.6667,4.7752,20'4,20,4,20.3333,6.1976,0.770491803,556103.6149,556103.6124,405081.3216,405087.4718
127,556104.1396,405081.5972,1,4,Low,7,L-417,2,L-417-2,0'0,0'11,0,11,0.9167,0.2794,20'5,20,5,20.4167,6.223,0.044897959,556104.1415,556104.0989,405081.3212,405087.4689
128,556104.6922,405081.6726,1,4,Low,7,L-417,3,L-417-3,0'5,1'3,1,3,1.25,0.381,20'6,20,6,20.5,6.2484,0.06097561,556104.7025,556104.5343,405081.2965,405087.4646
129,556104.6697,405082.5,0,4,Low,7,L-417,3,L-417-3,3'2,4'0,4,0,4,1.2192,20'6,20,6,20.5,6.2484,0.195121951,556104.7025,556104.5343,405081.2965,405087.4646
130,556104.6034,405084.9322,0,4,Low,7,L-417,3,L-417-3,11'4,12'1,12,1,12.0833,3.683,20'6,20,6,20.5,6.2484,0.589430894,556104.7025,556104.5343,405081.2965,405087.4646
131,556104.5965,405085.1829,1,4,Low,7,L-417,3,L-417-3,12'2,12'11,12,11,12.9167,3.937,20'6,20,6,20.5,6.2484,0.630081301,556104.7025,556104.5343,405081.2965,405087.4646
132,556104.5685,405086.2109,1,4,Low,7,L-417,3,L-417-3,15'8,16'4,16,4,16.3333,4.9784,20'6,20,6,20.5,6.2484,0.796747967,556104.7025,556104.5343,405081.2965,405087.4646
133,556083.5024,405081.6438,0,4,Low,6,L-406,1,L-406-1,0'4,0'4,0,4,0.3333,0.1016,20'2,20,2,20.1667,6.1468,0.016528926,556083.5021,556083.5177,405081.5413,405087.7415
134,556084.0485,405082.6685,0,4,Low,6,L-406,2,L-406-2,3'8,3'10,3,10,3.8333,1.1684,20'3,20,3,20.25,6.1722,0.189300412,556084.0394,556084.0876,405081.4887,405087.7213
135,556084.0561,405083.6432,1,4,Low,6,L-406,2,L-406-2,6'9,7'0,7,0,7,2.1336,20'3,20,3,20.25,6.1722,0.345679012,556084.0394,556084.0876,405081.4887,405087.7213
136,556084.0809,405086.8492,1,4,Low,6,L-406,2,L-406-2,17'3,17'5,17,5,17.4167,5.3086,20'3,20,3,20.25,6.1722,0.860082305,556084.0394,556084.0876,405081.4887,405087.7213
137,556084.5344,405082.9831,1,4,Low,6,L-406,3,L-406-3,4'6,4'10,4,10,4.8333,1.4732,20'3,20,3,20.25,6.1722,0.238683128,556084.549,556084.4878,405081.5015,405087.709
138,556084.5256,405083.8772,1,4,Low,6,L-406,3,L-406-3,7'3,7'9,7,9,7.75,2.3622,20'3,20,3,20.25,6.1722,0.382716049,556084.549,556084.4878,405081.5015,405087.709
139,556084.5215,405084.2859,1,4,Low,6,L-406,3,L-406-3,8'10,9'1,9,1,9.0833,2.7686,20'3,20,3,20.25,6.1722,0.448559671,556084.549,556084.4878,405081.5015,405087.709
140,556084.5057,405085.8953,1,4,Low,6,L-406,3,L-406-3,14'2,14'4,14,4,14.3333,4.3688,20'3,20,3,20.25,6.1722,0.70781893,556084.549,556084.4878,405081.5015,405087.709
141,556059.7358,405084.8728,1,4,High,1,H-411,1,H-411-1,10'2,10'6,10,6,10.5,3.2004,21'0,21,0,21,6.4008,0.5,556059.7896,556059.682,405081.698,405088.0475
142,556059.7341,405084.9735,1,4,High,1,H-411,1,H-411-1,10'6,10'10,10,10,10.8333,3.302,21'0,21,0,21,6.4008,0.515873016,556059.7896,556059.682,405081.698,405088.0475
143,556059.7264,405085.4271,1,4,High,1,H-411,1,H-411-1,12'0,12'4,12,4,12.3333,3.7592,21'0,21,0,21,6.4008,0.587301587,556059.7896,556059.682,405081.698,405088.0475
144,556059.7068,405086.5861,1,4,High,1,H-411,1,H-411-1,15'10,16'2,16,2,16.1667,4.9276,21'0,21,0,21,6.4008,0.76984127,556059.7896,556059.682,405081.698,405088.0475
145,556059.6987,405087.0648,0,4,High,1,H-411,1,H-411-1,17'5,17'9,17,9,17.75,5.4102,21'0,21,0,21,6.4008,0.845238095,556059.7896,556059.682,405081.698,405088.0475
146,556059.6935,405087.3672,0,4,High,1,H-411,1,H-411-1,18'5,18'9,18,9,18.75,5.715,21'0,21,0,21,6.4008,0.892857143,556059.7896,556059.682,405081.698,405088.0475
147,556060.2066,405087.4331,0,4,High,1,H-411,2,H-411-2,18'8,19'0,19,0,19,5.7912,21'0,21,0,21,6.4008,0.904761905,556060.2858,556060.1983,405081.7074,405088.0358
148,556060.2091,405087.2573,0,4,High,1,H-411,2,H-411-2,18'0,18'5,18,5,18.4167,5.6134,21'0,21,0,21,6.4008,0.876984127,556060.2858,556060.1983,405081.7074,405088.0358
149,556060.2143,405086.8806,1,4,High,1,H-411,2,H-411-2,19'10,17'2,17,2,17.1667,5.2324,21'0,21,0,21,6.4008,0.817460317,556060.2858,556060.1983,405081.7074,405088.0358
150,556060.216,405086.7551,1,4,High,1,H-411,2,H-411-2,19'4,16'9,16,9,16.75,5.1054,21'0,21,0,21,6.4008,0.797619048,556060.2858,556060.1983,405081.7074,405088.0358
151,556060.2334,405085.4994,1,4,High,1,H-411,2,H-411-2,12'2,12'7,12,7,12.5833,3.8354,21'0,21,0,21,6.4008,0.599206349,556060.2858,556060.1983,405081.7074,405088.0358
152,556060.2344,405085.4241,1,4,High,1,H-411,2,H-411-2,11'10,12'4,12,4,12.3333,3.7592,21'0,21,0,21,6.4008,0.587301587,556060.2858,556060.1983,405081.7074,405088.0358
153,556060.2361,405085.2985,1,4,High,1,H-411,2,H-411-2,11'5,11'11,11,11,11.9167,3.6322,21'0,21,0,21,6.4008,0.567460317,556060.2858,556060.1983,405081.7074,405088.0358
154,556060.2705,405082.8124,1,4,High,1,H-411,2,H-411-2,3'3,3'8,3,8,3.6667,1.1176,21'0,21,0,21,6.4008,0.174603175,556060.2858,556060.1983,405081.7074,405088.0358
155,556060.2709,405082.7872,0,4,High,1,H-411,2,H-411-2,3'3,3'7,3,7,3.5833,1.0922,21'0,21,0,21,6.4008,0.170634921,556060.2858,556060.1983,405081.7074,405088.0358
156,556060.2823,405081.9585,1,4,High,1,H-411,2,H-411-2,0'5,0'10,0,10,0.8333,0.254,21'0,21,0,21,6.4008,0.03968254,556060.2858,556060.1983,405081.7074,405088.0358
157,556060.7874,405082.389,1,4,High,1,H-411,3,H-411-3,2'0,2'4,2,4,2.3333,0.7112,21'4,21,4,21.3333,6.5024,0.109375,556060.7932,556060.7406,405081.6935,405088.0521
158,556060.7866,405082.4883,1,4,High,1,H-411,3,H-411-3,2'2,2'8,2,8,2.6667,0.8128,21'4,21,4,21.3333,6.5024,0.125,556060.7932,556060.7406,405081.6935,405088.0521
159,556060.7809,405083.1838,0,4,High,1,H-411,3,H-411-3,4'3,5'0,5,0,5,1.524,21'4,21,4,21.3333,6.5024,0.234375,556060.7932,556060.7406,405081.6935,405088.0521
160,556048.7366,405083.8233,1,4,High,5,H-405,1,H-405-1,6'0,6'7,6,7,6.5833,2.0066,21'3,21,3,21.25,6.477,0.309803922,556048.733,556048.7447,405081.814,405088.2997
161,556049.8149,405082.3413,1,4,High,5,H-405,3,H-405-3,1'3,1'9,1,9,1.75,0.5334,21'3,21,3,21.25,6.477,0.082352941,556049.8181,556049.7787,405081.8089,405088.2743
162,556049.8124,405082.747,1,4,High,5,H-405,3,H-405-3,2'7,3'1,3,1,3.0833,0.9398,21'3,21,3,21.25,6.477,0.145098039,556049.8181,556049.7787,405081.8089,405088.2743
163,556049.7959,405085.4599,1,4,High,5,H-405,3,H-405-3,11'3,12'0,12,0,12,3.6576,21'3,21,3,21.25,6.477,0.564705882,556049.8181,556049.7787,405081.8089,405088.2743
164,556049.7955,405085.5107,1,4,High,5,H-405,3,H-405-3,11'4,12'2,12,2,12.1667,3.7084,21'3,21,3,21.25,6.477,0.57254902,556049.8181,556049.7787,405081.8089,405088.2743
165,556050.5687,405091.8026,1,3,High,6,H-306,1,H-306-1,0'3,0'7,0,7,0.5833,0.1778,20'7,20,7,20.5833,6.2738,0.028340081,556050.5693,556050.5479,405091.6253,405097.8797
166,556050.5676,405092.1317,1,3,High,6,H-306,1,H-306-1,1'4,1'8,1,8,1.6667,0.508,20'7,20,7,20.5833,6.2738,0.08097166,556050.5693,556050.5479,405091.6253,405097.8797
167,556050.5653,405092.7901,0,3,High,6,H-306,1,H-306-1,3'7,3'10,3,10,3.8333,1.1684,20'7,20,7,20.5833,6.2738,0.186234818,556050.5693,556050.5479,405091.6253,405097.8797
168,556050.5651,405092.8407,1,3,High,6,H-306,1,H-306-1,3'9,4'0,4,0,4,1.2192,20'7,20,7,20.5833,6.2738,0.194331984,556050.5693,556050.5479,405091.6253,405097.8797
169,556050.5619,405093.7776,0,3,High,6,H-306,1,H-306-1,8'10,7'1,7,1,7.0833,2.159,20'7,20,7,20.5833,6.2738,0.344129555,556050.5693,556050.5479,405091.6253,405097.8797
170,556050.5536,405096.2085,1,3,High,6,H-306,1,H-306-1,14'9,15'1,15,1,15.0833,4.5974,20'7,20,7,20.5833,6.2738,0.732793522,556050.5693,556050.5479,405091.6253,405097.8797
171,556050.5511,405096.9428,0,3,High,6,H-306,1,H-306-1,17'3,17'6,17,6,17.5,5.334,20'7,20,7,20.5833,6.2738,0.850202429,556050.5693,556050.5479,405091.6253,405097.8797
172,556051.1234,405092.9831,0,3,High,6,H-306,2,H-306-2,4'3,4'6,4,6,4.5,1.3716,20'7,20,7,20.5833,6.2738,0.218623482,556051.1335,556051.0873,405091.615,405097.8726
173,556051.1197,405093.4897,1,3,High,6,H-306,2,H-306-2,5'11,6'2,6,2,6.1667,1.8796,20'7,20,7,20.5833,6.2738,0.299595142,556051.1335,556051.0873,405091.615,405097.8726
174,556051.1185,405093.6418,1,3,High,6,H-306,2,H-306-2,6'6,6'8,6,8,6.6667,2.032,20'7,20,7,20.5833,6.2738,0.32388664,556051.1335,556051.0873,405091.615,405097.8726
175,556051.1114,405094.6045,1,3,High,6,H-306,2,H-306-2,9'7,9'10,9,10,9.8333,2.9972,20'7,20,7,20.5833,6.2738,0.477732794,556051.1335,556051.0873,405091.615,405097.8726
176,556051.1088,405094.9591,1,3,High,6,H-306,2,H-306-2,10'9,11'0,11,0,11,3.3528,20'7,20,7,20.5833,6.2738,0.534412955,556051.1335,556051.0873,405091.615,405097.8726
177,556051.1084,405095.0098,0,3,High,6,H-306,2,H-306-2,10'11,11'2,11,2,11.1667,3.4036,20'7,20,7,20.5833,6.2738,0.542510121,556051.1335,556051.0873,405091.615,405097.8726
178,556051.1081,405095.0605,0,3,High,6,H-306,2,H-306-2,11'0,11'4,11,4,11.3333,3.4544,20'7,20,7,20.5833,6.2738,0.550607287,556051.1335,556051.0873,405091.615,405097.8726
179,556051.1077,405095.1111,1,3,High,6,H-306,2,H-306-2,11'2,11'6,11,6,11.5,3.5052,20'7,20,7,20.5833,6.2738,0.558704453,556051.1335,556051.0873,405091.615,405097.8726
180,556051.106,405095.3392,1,3,High,6,H-306,2,H-306-2,12'0,12'3,12,3,12.25,3.7338,20'7,20,7,20.5833,6.2738,0.5951417,556051.1335,556051.0873,405091.615,405097.8726
181,556051.6314,405096.3246,1,3,High,6,H-306,3,H-306-3,15'3,15'6,15,6,15.5,4.7244,20'7,20,7,20.5833,6.2738,0.753036437,556051.6608,556051.6218,405091.6257,405097.8656
182,556051.6357,405095.6425,0,3,High,6,H-306,3,H-306-3,13'0,13'3,13,3,13.25,4.0386,20'7,20,7,20.5833,6.2738,0.643724696,556051.6608,556051.6218,405091.6257,405097.8656
183,556051.646,405094.0004,1,3,High,6,H-306,3,H-306-3,7'7,7'10,7,10,7.8333,2.3876,20'7,20,7,20.5833,6.2738,0.380566802,556051.6608,556051.6218,405091.6257,405097.8656
184,556051.6551,405092.5352,0,3,High,6,H-306,3,H-306-3,2'10,3'0,3,0,3,0.9144,20'7,20,7,20.5833,6.2738,0.145748988,556051.6608,556051.6218,405091.6257,405097.8656
185,556061.5316,405092.7125,1,3,High,2,H-312,1,H-312-1,4'1,4'5,4,5,4.4167,1.3462,21'0,21,0,21,6.4008,0.21031746,556061.5315,556061.532,405091.3809,405097.7121
186,556061.5316,405093.0893,1,3,High,2,H-312,1,H-312-1,5'4,5'8,5,8,5.6667,1.7272,21'0,21,0,21,6.4008,0.26984127,556061.5315,556061.532,405091.3809,405097.7121
187,556061.5318,405095.6017,0,3,High,2,H-312,1,H-312-1,13'9,14'0,14,0,14,4.2672,21'0,21,0,21,6.4008,0.666666667,556061.5315,556061.532,405091.3809,405097.7121
188,556061.5319,405095.9786,0,3,High,2,H-312,1,H-312-1,15'0,15'3,15,3,15.25,4.6482,21'0,21,0,21,6.4008,0.726190476,556061.5315,556061.532,405091.3809,405097.7121
189,556061.5319,405096.7323,1,3,High,2,H-312,1,H-312-1,17'6,17'9,17,9,17.75,5.4102,21'0,21,0,21,6.4008,0.845238095,556061.5315,556061.532,405091.3809,405097.7121
190,556061.9976,405094.7237,1,3,High,2,H-312,2,H-312-2,10'10,11'1,11,1,11.0833,3.3782,21'0,21,0,21,6.4008,0.527777778,556061.9804,556062.0129,405091.3745,405097.7203
191,556061.9929,405093.8171,1,3,High,2,H-312,2,H-312-2,7'10,8'1,8,1,8.0833,2.4638,21'0,21,0,21,6.4008,0.384920635,556061.9804,556062.0129,405091.3745,405097.7203
192,556061.9848,405092.2307,0,3,High,2,H-312,2,H-312-2,2'6,2'10,2,10,2.8333,0.8636,21'0,21,0,21,6.4008,0.134920635,556061.9804,556062.0129,405091.3745,405097.7203
193,556062.5362,405093.1952,0,3,High,2,H-312,3,H-312-3,5'10,6'0,6,0,6,1.8288,21'0,21,0,21,6.4008,0.285714286,556062.5388,556062.5298,405091.3876,405097.7142
194,556062.532,405096.1325,1,3,High,2,H-312,3,H-312-3,15'6,15'9,15,9,15.75,4.8006,21'0,21,0,21,6.4008,0.75,556062.5388,556062.5298,405091.3876,405097.7142
195,556081.6431,405094.6065,1,3,Low,5,L-305,1,L-305-1,10'3,10'11,10,11,10.9167,3.3274,20'6,20,6,20.5,6.2484,0.532520325,556081.6651,556081.6238,405091.299,405097.51
196,556081.6255,405097.2575,1,3,Low,5,L-305,1,L-305-1,18'10,19'8,19,8,19.6667,5.9944,20'6,20,6,20.5,6.2484,0.959349593,556081.6651,556081.6238,405091.299,405097.51
197,556082.172,405092.4682,0,3,Low,5,L-305,2,L-305-2,2'8,3'10,3,10,3.8333,1.1684,20'6,20,6,20.5,6.2484,0.18699187,556082.186,556082.111,405091.3041,405097.5294
198,556082.1333,405095.6821,1,3,Low,5,L-305,2,L-305-2,13'6,14'5,14,5,14.4167,4.3942,20'6,20,6,20.5,6.2484,0.703252033,556082.186,556082.111,405091.3041,405097.5294
199,556082.1278,405096.1376,1,3,Low,5,L-305,2,L-305-2,15'0,15'11,15,11,15.9167,4.8514,20'6,20,6,20.5,6.2484,0.776422764,556082.186,556082.111,405091.3041,405097.5294
200,556082.6823,405093.1013,1,3,Low,5,L-305,3,L-305-3,5'1,6'0,6,0,6,1.8288,20'6,20,6,20.5,6.2484,0.292682927,556082.727,556082.5744,405091.2771,405097.5097
201,556082.6631,405093.8867,0,3,Low,5,L-305,3,L-305-3,7'9,8'7,8,7,8.5833,2.6162,20'6,20,6,20.5,6.2484,0.418699187,556082.727,556082.5744,405091.2771,405097.5097
202,556082.6284,405095.3055,1,3,Low,5,L-305,3,L-305-3,12'6,13'3,13,3,13.25,4.0386,20'6,20,6,20.5,6.2484,0.646341463,556082.727,556082.5744,405091.2771,405097.5097
203,556082.598,405096.5469,1,3,Low,5,L-305,3,L-305-3,16'6,17'4,17,4,17.3333,5.2832,20'6,20,6,20.5,6.2484,0.845528455,556082.727,556082.5744,405091.2771,405097.5097
204,556100.0646,405094.1009,0,3,Low,5,L-315,1,L-315-1,9'8,10'2,10,2,10.1667,3.0988,20'9,20,9,20.75,6.3246,0.489959839,556100.1064,556100.0211,405091.0513,405097.2755
205,556100.4938,405096.6716,1,3,Low,5,L-315,2,L-315-2,18'3,18'9,18,9,18.75,5.715,20'9,20,9,20.75,6.3246,0.903614458,556100.5897,556100.4836,405091.0395,405097.2724
206,556101.0067,405094.163,1,3,Low,5,L-315,3,L-315-3,9'10,10'4,10,4,10.3333,3.1496,20'8,20,8,20.6667,6.2992,0.5,556101.065,556100.9485,405091.0555,405097.2705
207,556100.9645,405096.4184,1,3,Low,5,L-315,3,L-315-3,17'5,17'10,17,10,17.8333,5.4356,20'8,20,8,20.6667,6.2992,0.862903226,556101.065,556100.9485,405091.0555,405097.2705
208,556099.957,405101.7218,0,2,Low,5,L-215,1,L-215-1,3'0,3'6,3,6,3.5,1.0668,20'8,20,8,20.6667,6.2992,0.169354839,556099.9608,556099.9382,405100.6772,405106.8451
209,556099.9497,405103.7114,1,2,Low,5,L-215,1,L-215-1,9'7,10'2,10,2,10.1667,3.0988,20'8,20,8,20.6667,6.2992,0.491935484,556099.9608,556099.9382,405100.6772,405106.8451
210,556099.9495,405103.7612,0,2,Low,5,L-215,1,L-215-1,9'9,10'4,10,4,10.3333,3.1496,20'8,20,8,20.6667,6.2992,0.5,556099.9608,556099.9382,405100.6772,405106.8451
211,556099.9483,405104.0845,1,2,Low,5,L-215,1,L-215-1,10'10,11'5,11,5,11.4167,3.4798,20'8,20,8,20.6667,6.2992,0.552419355,556099.9608,556099.9382,405100.6772,405106.8451
212,556099.9449,405105.0295,0,2,Low,5,L-215,1,L-215-1,14'1,14'7,14,7,14.5833,4.445,20'8,20,8,20.6667,6.2992,0.705645161,556099.9608,556099.9382,405100.6772,405106.8451
213,556099.9412,405106.0244,1,2,Low,5,L-215,1,L-215-1,17'5,17'11,17,11,17.9167,5.461,20'8,20,8,20.6667,6.2992,0.866935484,556099.9608,556099.9382,405100.6772,405106.8451
214,556099.94,405106.3477,1,2,Low,5,L-215,1,L-215-1,18'6,19'0,19,0,19,5.7912,20'8,20,8,20.6667,6.2992,0.919354839,556099.9608,556099.9382,405100.6772,405106.8451
215,556099.9397,405106.4223,0,2,Low,5,L-215,1,L-215-1,18'10,19'3,19,3,19.25,5.8674,20'8,20,8,20.6667,6.2992,0.931451613,556099.9608,556099.9382,405100.6772,405106.8451
216,556100.4661,405103.3146,0,2,Low,5,L-215,2,L-215-2,8'5,8'9,8,9,8.75,2.667,20'7,20,7,20.5833,6.2738,0.425101215,556100.4856,556100.4398,405100.688,405106.8668
217,556100.4578,405104.4403,1,2,Low,5,L-215,2,L-215-2,12'2,12'6,12,6,12.5,3.81,20'7,20,7,20.5833,6.2738,0.607287449,556100.4856,556100.4398,405100.688,405106.8668
218,556100.9466,405100.8126,0,2,Low,5,L-215,3,L-215-3,0'0,0'5,0,5,0.4167,0.127,20'5,20,5,20.4167,6.223,0.020408163,556100.9473,556100.9153,405100.6871,405106.836
219,556100.9382,405102.4439,1,2,Low,5,L-215,3,L-215-3,5'6,5'10,5,10,5.8333,1.778,20'5,20,5,20.4167,6.223,0.285714286,556100.9473,556100.9153,405100.6871,405106.836
220,556100.9281,405104.3764,1,2,Low,5,L-215,3,L-215-3,12'0,12'3,12,3,12.25,3.7338,20'5,20,5,20.4167,6.223,0.6,556100.9473,556100.9153,405100.6871,405106.836
221,556100.9157,405106.7607,1,2,Low,5,L-215,3,L-215-3,19'10,20'2,20,2,20.1667,6.1468,20'5,20,5,20.4167,6.223,0.987755102,556100.9473,556100.9153,405100.6871,405106.836
222,556076.2382,405105.7841,1,2,Low,2,L-202,1,L-202-1,14'10,15'5,15,5,15.4167,4.699,20'2,20,2,20.1667,6.1468,0.76446281,556076.2692,556076.2287,405101.1473,405107.2127
223,556076.2367,405106.0096,1,2,Low,2,L-202,1,L-202-1,15'7,16'2,16,2,16.1667,4.9276,20'2,20,2,20.1667,6.1468,0.801652893,556076.2692,556076.2287,405101.1473,405107.2127
224,556076.2361,405106.1099,1,2,Low,2,L-202,1,L-202-1,15'11,16'6,16,6,16.5,5.0292,20'2,20,2,20.1667,6.1468,0.818181818,556076.2692,556076.2287,405101.1473,405107.2127
225,556076.7723,405101.7526,1,2,Low,2,L-202,2,L-202-2,1'6,2'1,2,1,2.0833,0.635,20'3,20,3,20.25,6.1722,0.102880658,556076.7813,556076.6936,405101.1267,405107.2109
226,556076.7719,405101.7777,1,2,Low,2,L-202,2,L-202-2,1'7,2'2,2,2,2.1667,0.6604,20'3,20,3,20.25,6.1722,0.106995885,556076.7813,556076.6936,405101.1267,405107.2109
227,556077.3189,405102.0057,1,2,Low,2,L-202,3,L-202-3,2'5,3'0,3,0,3,0.9144,20'4,20,4,20.3333,6.1976,0.147540984,556077.3304,556077.2522,405101.1064,405107.2017
228,556077.3144,405102.3554,1,2,Low,2,L-202,3,L-202-3,3'4,4'2,4,2,4.1667,1.27,20'4,20,4,20.3333,6.1976,0.204918033,556077.3304,556077.2522,405101.1064,405107.2017
229,556077.3083,405102.8301,1,2,Low,2,L-202,3,L-202-3,5'0,5'9,5,9,5.75,1.7526,20'4,20,4,20.3333,6.1976,0.282786885,556077.3304,556077.2522,405101.1064,405107.2017
230,556077.3003,405103.4546,0,2,Low,2,L-202,3,L-202-3,7'0,7'10,7,10,7.8333,2.3876,20'4,20,4,20.3333,6.1976,0.385245902,556077.3304,556077.2522,405101.1064,405107.2017
