SampleID,Year,SampleType,SampleNum,Date,Subgroup,R16,Ref_1A,SNP125_1B,SNP162_1B,Prp1A,Prp1B,SAP05,SAP06,SAP11,SAP13,SAP15,SAP19,SAP21,SAP27,SAP35,SAP36,SAP41,SAP42,SAP44,SAP45,SAP48,SAP49,SAP54,SAP66,SAP67,SAP68
2018_C_0374,2018,C,374,2018-10-16,1A,321,309,10,12,0.962616822,0.037383178,2589,8849,2113,5149,7795,587,5,219,341,93,21532,10193,1152,3369,15119,13944,75,4071,125,459
2018_C_0375,2018,C,375,2018-10-16,1A,117,117,0,0,1,0,2123,6956,2547,7430,9662,831,9,235,331,111,18406,11698,1196,4151,10222,12331,133,4013,69,353
2018_C_0376,2018,C,376,2018-10-16,1A,411,399,10,12,0.97080292,0.02919708,2521,9523,2885,7524,11521,1075,21,285,501,203,19485,12605,1789,3507,18904,14422,159,5323,167,593
2018_C_0377,2018,C,377,2018-10-16,1B,203,7,196,194,0.034482759,0.965517241,1210,338,61,55,69,5,0,293,145,117,7891,1132,2394,111,14022,21215,15,263,15,25
2018_C_0378,2018,C,378,2018-10-16,1A,271,271,0,0,1,0,1265,7141,1975,4425,6619,691,15,293,321,115,11934,8135,1067,2587,10920,13761,141,3587,127,503
2018_C_0380,2018,C,380,2018-10-16,1B,416,13,403,402,0.03125,0.96875,1277,109,19,27,59,21,0,457,475,197,5999,3948,3081,41,20030,21075,51,295,23,19
2018_C_0385,2018,C,385,2018-10-16,1B,327,7,320,316,0.021406728,0.978593272,901,53,27,71,37,5,0,359,185,167,2427,563,1792,37,15160,23027,7,95,5,9
2018_C_0390,2018,C,390,2018-10-16,1A,63,59,4,4,0.936507937,0.063492063,1468,6862,1551,4562,7036,801,7,205,317,83,18515,8069,1099,2487,12823,18973,75,3643,19,339
2018_C_0391,2018,C,391,2018-10-16,1A,245,239,6,6,0.975510204,0.024489796,2179,12239,3585,11252,13721,975,7,195,531,133,30452,19836,1984,4811,24929,24695,105,7230,31,515
2018_C_0392,2018,C,392,2018-10-16,1A,399,379,16,20,0.949874687,0.050125313,2099,12866,2345,10657,12727,979,11,353,499,155,22249,17449,1511,4747,16555,15259,133,7401,127,593
2018_C_0393,2018,C,393,2018-10-16,1B,255,17,238,238,0.066666667,0.933333333,711,532,127,287,193,11,0,123,35,225,11873,489,319,213,7955,18326,3,735,13,47
2018_C_0394,2018,C,394,2018-10-16,1A,223,223,0,0,1,0,1707,9517,1863,6926,9001,375,7,153,267,49,21484,11803,1194,3173,16040,15418,49,5338,53,249
2018_C_0395,2018,C,395,2018-10-16,1B,267,5,262,260,0.018726592,0.981273408,1647,287,35,59,69,15,3,243,493,107,7270,7580,4818,79,28640,26880,201,449,7,7
2018_C_0398,2018,C,398,2018-10-16,1A1B,135,39,96,96,0.288888889,0.711111111,177,122,23,39,57,5,0,49,7,0,13461,85,19,37,8106,14580,0,153,0,19
2018_C_0400,2018,C,400,2018-10-16,1A,289,281,6,8,0.972318339,0.027681661,1577,10039,2288,8255,9988,761,3,355,399,155,19695,13344,1236,3321,14942,12548,93,5782,117,567
2018_C_0401,2018,C,401,2018-10-16,1A,433,429,0,4,0.990762125,0.009237875,1789,11583,2792,9230,11555,963,11,429,475,145,26871,14719,1483,4335,21579,17095,139,6549,103,581
2018_C_0403,2018,C,403,2018-10-16,1A1B,565,541,22,24,0.957522124,0.042477876,2533,7014,3123,5053,7535,1025,25,559,627,283,16259,10775,1409,3385,12994,13647,249,3331,277,737
2018_C_0404,2018,C,404,2018-10-16,1A,417,401,12,16,0.961630695,0.038369305,1828,4980,2473,3127,5119,521,19,295,341,173,14029,7629,1000,2283,8190,13091,77,2521,239,581
2018_C_0406,2018,C,406,2018-10-16,1A,131,131,0,0,1,0,1313,3143,761,1231,1017,15,7,131,55,37,12548,3323,338,903,9447,10449,9,1941,87,417
2018_C_0407,2018,C,407,2018-10-16,1A,185,181,0,4,0.978378378,0.021621622,961,6808,975,3059,4763,595,3,171,207,79,7885,4757,707,1301,5947,10231,123,2827,23,303
2018_C_0409,2018,C,409,2018-10-16,1A,397,387,8,10,0.974811083,0.025188917,1413,7270,2271,4002,7152,665,19,333,339,203,14876,9752,1150,2370,13770,10101,3,2717,235,473
2018_C_0410,2018,C,410,2018-10-16,1B,527,7,520,518,0.013282732,0.986717268,967,83,20,29,47,11,0,429,241,213,3181,1966,2013,25,11167,15182,63,127,21,5
2018_C_0415,2018,C,415,2018-10-16,1A1B,391,345,38,46,0.882352941,0.117647059,1915,9423,1947,4397,6539,915,11,401,425,183,15312,9062,1257,2413,9537,15023,135,4066,145,515
2018_C_0416,2018,C,416,2018-10-16,1A1B,125,101,20,24,0.808,0.192,2195,7639,2801,6239,8832,1047,0,359,607,193,20770,11204,1604,3691,16456,15414,199,4197,47,571
2018_C_0418,2018,C,418,2018-10-16,1A,293,287,6,4,0.979522184,0.020477816,2529,11494,3229,7946,11235,1115,9,361,499,151,19552,12970,1578,4873,14227,15398,163,5193,171,557
2018_C_0419,2018,C,419,2018-10-16,1B,586,13,573,571,0.0221843,0.9778157,1591,79,33,45,27,11,0,505,449,187,4675,3629,3081,47,13348,21398,121,253,9,5
2018_C_0420,2018,C,420,2018-10-16,1A,279,279,0,0,1,0,1425,8325,545,2641,4471,661,0,149,217,53,11132,3635,713,2549,8825,13616,55,3865,35,245
2018_C_0422,2018,C,422,2018-10-16,1B,349,19,324,330,0.054441261,0.945558739,1896,6956,1977,2212,1337,431,3,407,489,239,16591,8604,2134,2557,18057,19436,113,3009,51,493
2018_C_0424,2018,C,424,2018-10-16,1A,43,43,0,0,1,0,999,6252,1555,2925,4391,641,5,161,153,71,6507,5041,681,1719,5964,9915,115,2673,41,315
2018_C_0425,2018,C,425,2018-10-16,1A,207,199,6,8,0.961352657,0.038647343,2304,7342,2429,5265,6633,677,5,215,363,135,18151,10957,1314,3533,16405,16467,125,3819,87,443
2018_C_0427,2018,C,427,2018-10-16,1A,141,135,0,6,0.957446809,0.042553191,1813,5227,2069,3925,4883,639,9,255,347,3,15309,8771,1098,3002,10923,12687,95,2723,65,439
2018_C_0428,2018,C,428,2018-10-16,1B,217,3,214,212,0.013824885,0.986175115,1179,53,41,19,59,13,0,145,533,83,3790,3815,3729,43,12498,17355,65,163,5,21
2018_C_0429,2018,C,429,2018-10-16,1A,123,123,0,0,1,0,1637,6645,1931,4812,6978,613,9,279,243,151,15171,8909,1310,2499,11838,13629,61,4155,59,349
2018_C_0432,2018,C,432,2018-10-16,1A,269,261,8,8,0.970260223,0.029739777,1135,5218,2133,3886,5375,671,9,319,297,121,16605,7958,922,2319,12746,11255,81,2747,121,441
2018_C_0434,2018,C,434,2018-10-16,1B,211,1,210,210,0.004739336,0.995260664,1312,121,53,42,57,15,0,225,413,127,2952,2233,2725,79,13751,15644,63,347,5,17
2018_C_0435,2018,C,435,2018-10-16,1A,505,489,10,16,0.968316832,0.031683168,2079,7236,2515,5124,8877,1037,11,271,525,133,23299,9527,1181,3355,10390,16814,199,3707,199,565
2018_C_0440,2018,C,440,2018-10-16,1A,405,397,8,8,0.980246914,0.019753086,4348,20043,4731,15435,24715,1813,15,359,881,207,21895,25890,2607,6947,18045,17395,269,10437,111,543
2018_C_0442,2018,C,442,2018-10-16,1A,249,245,0,4,0.983935743,0.016064257,2701,14291,3317,10303,16622,1395,3,157,675,113,18695,17567,1894,4621,15072,14999,177,9475,93,355
2018_C_0443,2018,C,443,2018-10-16,1B,247,11,236,230,0.044534413,0.955465587,2193,47,11,49,89,15,0,221,631,69,137,4257,3587,33,19480,22694,85,61,0,5
2018_C_0444,2018,C,444,2018-10-16,1A,247,243,0,4,0.983805668,0.016194332,3820,19787,5025,14463,22753,1821,3,245,895,109,22107,23561,2747,7957,16526,18165,237,13195,51,445
2018_C_0446,2018,C,446,2018-10-16,1A,199,195,4,4,0.979899497,0.020100503,3276,14426,2305,9124,12296,803,11,173,375,111,18731,15262,1736,4387,15030,12616,55,7365,95,323
2018_C_0447,2018,C,447,2018-10-16,1A,151,151,0,0,1,0,3093,17109,3722,14749,18966,1211,7,257,641,125,16978,25431,2474,6293,14247,13263,189,10466,109,331
2018_C_0448,2018,C,448,2018-10-16,1A,211,211,0,0,1,0,3079,16942,4113,13376,16190,1121,5,189,529,181,17672,24943,2695,7639,14204,15280,109,10303,115,329
2018_C_0452,2018,C,452,2018-10-16,1A,381,375,0,6,0.984251969,0.015748031,5532,19288,6795,12059,21266,2371,7,417,981,325,15539,24332,3836,8419,11737,15908,407,10569,257,741
2018_C_0456,2018,C,456,2018-10-16,1A,63,63,0,0,1,0,897,8409,417,2571,5813,644,0,63,209,49,5520,3043,599,829,4287,7014,129,3463,35,133
2018_C_0457,2018,C,457,2018-10-16,1A,217,209,8,8,0.963133641,0.036866359,2064,10172,2845,6734,10919,1173,15,293,501,151,17360,13205,1520,2897,9030,13278,177,6073,125,403
2018_C_0467,2018,C,467,2018-10-16,1A,249,249,0,0,1,0,2581,13891,3753,8131,11514,1053,3,283,583,203,13490,15586,2082,3921,10098,8904,181,5283,123,509
2018_C_0469,2018,C,469,2018-10-16,1A,189,189,0,0,1,0,1933,9974,2681,4976,8847,1243,3,123,579,79,1271,8987,1345,2567,847,1345,173,4843,119,399
2018_C_0470,2018,C,470,2018-10-16,1A,389,369,18,20,0.948586118,0.051413882,4317,21420,5721,13270,19798,2117,3,361,979,167,17253,21609,3020,7071,12422,14115,277,10072,165,603
2018_C_0471,2018,C,471,2018-10-16,1A,251,243,0,8,0.96812749,0.03187251,3147,11907,4385,10742,10862,1465,5,315,821,207,17286,18310,2432,6341,10365,9178,243,7940,137,453
2018_C_0473,2018,C,473,2018-10-16,1A,283,273,10,10,0.964664311,0.035335689,4508,10670,3645,7959,11407,897,0,205,619,0,17470,17197,2295,5175,14067,16734,147,5983,97,429
2018_C_0475,2018,C,475,2018-10-16,1A,281,267,14,14,0.950177936,0.049822064,3341,18656,3771,10503,13316,1485,5,267,711,3,23228,16231,2497,5924,14488,18721,197,9439,129,389
2018_C_0477,2018,C,477,2018-10-16,1A,181,175,0,6,0.966850829,0.033149171,2585,16387,4052,8497,14179,1433,9,189,637,75,12076,14663,1724,4625,6991,10736,283,7411,87,373
2018_C_0478,2018,C,478,2018-10-16,1B,323,1,322,320,0.003095975,0.996904025,1797,695,43,27,101,131,0,273,633,153,5722,5667,3322,167,9862,11047,221,1651,19,29
2018_C_0480,2018,C,480,2018-10-16,1B,313,3,310,306,0.009584665,0.990415335,2429,722,59,47,83,51,0,289,681,147,4460,3956,3781,205,9716,14731,199,1133,9,39
2018_C_0483,2018,C,483,2018-10-16,1A,295,287,6,8,0.972881356,0.027118644,3207,10891,3735,7177,12393,1511,7,263,667,165,1182,15013,2504,5391,720,1119,209,6539,171,377
2018_C_0485,2018,C,485,2018-10-16,1A,119,115,0,4,0.966386555,0.033613445,2011,14494,3909,8345,15653,1323,5,79,389,41,10690,13071,1983,3837,7333,9942,199,7111,39,211
2018_C_0486,2018,C,486,2018-10-16,1A,51,51,0,0,1,0,2407,9173,2683,5000,10619,1049,5,55,429,23,10696,9535,1641,3549,7580,10623,107,5241,43,233
2018_C_0488,2018,C,488,2018-10-16,1A,131,131,0,0,1,0,2869,12776,4919,8531,13308,1801,7,149,905,85,17711,16964,2863,6023,10015,15238,305,8327,71,649
2018_C_0489,2018,C,489,2018-10-16,1B,179,11,168,168,0.061452514,0.938547486,1613,1531,103,193,231,303,0,215,357,127,8801,2007,2409,307,7422,11820,43,2455,31,53
2018_C_0490,2018,C,490,2018-10-16,1A,195,191,0,4,0.979487179,0.020512821,2669,10000,3207,6374,11795,1531,7,213,663,113,10320,11459,2025,4057,6432,10905,183,6131,117,455
2018_C_0493,2018,C,493,2018-10-16,1A,69,69,0,0,1,0,2897,9571,3471,6568,10045,1171,3,245,641,141,10277,13409,2295,4763,8584,7598,87,5837,31,455
2018_C_0494,2018,C,494,2018-10-16,1B,287,15,272,270,0.052264808,0.947735192,2251,111,27,37,51,39,0,301,819,137,2683,5288,4161,49,12026,14056,203,291,3,3
2018_C_0495,2018,C,495,2018-10-16,1A,305,297,0,8,0.973770492,0.026229508,2218,5972,2219,8268,7769,579,5,289,375,129,24237,11391,1296,4505,14719,17162,89,4253,155,513
2018_C_0496,2018,C,496,2018-10-16,1A,215,207,6,8,0.962790698,0.037209302,1861,10939,1329,6305,9857,559,3,177,205,53,26042,8881,1134,2733,13764,21171,39,6877,157,269
2018_C_0497,2018,C,497,2018-10-16,1B,383,3,380,380,0.007832898,0.992167102,1523,63,7,55,67,15,0,437,443,185,3565,4861,3648,43,25418,26870,91,213,3,5
2018_C_0498,2018,C,498,2018-10-16,1A,279,271,8,8,0.971326165,0.028673835,1719,8382,2330,6756,9565,439,15,315,207,83,22090,13295,1198,3599,19712,18141,35,5393,91,491
2018_C_0499,2018,C,499,2018-10-16,1A,133,133,0,0,1,0,1743,9855,1787,6364,9304,701,5,203,307,87,19176,10999,1178,3141,16937,17971,83,5731,73,331
2018_C_0500,2018,C,500,2018-10-16,1B,365,13,352,352,0.035616438,0.964383562,1157,43,23,47,43,13,0,313,367,135,434,4427,2268,31,15029,20089,123,61,0,11
2018_C_0501,2018,C,501,2018-10-16,1B,467,15,452,444,0.032119914,0.967880086,319,57,21,27,77,7,0,371,427,277,940,3661,2998,35,22279,22946,45,81,0,5
2018_C_0508,2018,C,508,2018-10-16,1A,93,87,6,0,0.935483871,0.064516129,1645,8259,1871,6141,7742,427,5,189,177,51,23857,11871,1165,2907,21816,14562,47,4971,61,239
2018_C_0511,2018,C,511,2018-10-16,1A,289,289,0,0,1,0,1709,7561,2177,5511,7287,779,11,245,319,147,13980,8020,739,2503,10485,16138,171,4083,131,409
2018_C_0523,2018,C,523,2018-10-16,1A,312,301,10,11,0.96474359,0.03525641,1625,6820,1635,3708,5131,387,13,297,249,229,18451,8507,907,2359,13633,17073,39,2741,133,391
2018_C_0524,2018,C,524,2018-10-16,1A,261,247,14,14,0.946360153,0.053639847,1675,4866,1909,3110,5250,433,5,201,229,89,11981,7693,862,1953,9411,12188,49,2451,133,411
2018_C_0530,2018,C,530,2018-10-16,1A,323,319,0,4,0.987616099,0.012383901,2409,6619,1751,3747,6465,733,9,299,301,133,16193,7371,1119,2349,9347,13373,91,3329,59,461
2018_C_0534,2018,C,534,2018-10-16,1A,247,247,0,0,1,0,1403,6045,1597,4031,6387,687,9,169,337,81,14675,7263,907,2493,9834,13533,63,3667,109,423
2018_C_0535,2018,C,535,2018-10-16,1A,154,154,0,0,1,0,2365,7661,2160,5424,6377,645,0,219,309,109,19836,10035,1201,3451,16626,16745,65,3465,69,345
2018_C_0536,2018,C,536,2018-10-16,1A,217,211,6,6,0.97235023,0.02764977,2041,7892,2099,5647,8813,859,5,205,389,17,18660,9903,1177,3405,12443,19052,133,4291,61,307
2018_C_0539,2018,C,539,2018-10-16,1A,349,343,0,6,0.982808023,0.017191977,2251,6258,2447,5357,6935,877,19,243,419,151,16462,10471,1267,3283,11774,13257,161,3383,141,505
2018_C_0541,2018,C,541,2018-10-16,1B,123,5,118,118,0.040650407,0.959349593,1345,145,81,105,177,27,0,227,327,119,1326,2103,2141,85,11554,17405,87,113,0,0
2018_C_0543,2018,C,543,2018-10-16,1A,37,33,4,4,0.891891892,0.108108108,799,3779,211,1583,3447,439,0,53,171,27,5293,1617,319,657,4238,7760,45,2211,23,113
2018_C_0544,2018,C,544,2018-10-16,1A,317,309,8,6,0.974763407,0.025236593,1537,8051,1863,5298,6965,603,0,249,265,95,25488,9241,1333,2668,16375,13420,49,4637,149,401
2018_C_0546,2018,C,546,2018-10-16,1A,191,181,10,8,0.947643979,0.052356021,1193,7366,1203,4091,6063,729,3,147,253,3,13709,7307,1057,2347,8539,13839,83,3685,129,209
2018_C_0548,2018,C,548,2018-10-16,1A,211,205,6,6,0.971563981,0.028436019,1507,5596,2043,4562,6005,619,11,207,409,49,13573,8715,1102,2955,11039,13390,85,3199,59,477
2018_C_0551,2018,C,551,2018-10-16,1A,203,199,0,4,0.980295567,0.019704433,1271,6007,1849,4375,7143,685,3,225,317,93,13939,7715,953,2843,8380,14648,147,3522,53,377
2018_C_0557,2018,C,557,2018-10-16,1A,273,265,8,8,0.970695971,0.029304029,1307,6104,1469,3377,5360,527,3,193,215,69,15468,5939,991,2137,8502,15187,35,3455,125,427
2018_C_0558,2018,C,558,2018-10-16,1A1B,305,67,238,236,0.219672131,0.780327869,1661,6622,609,1497,1885,41,0,223,103,229,25846,5294,1161,1411,19296,29263,3,3771,117,347
2018_C_0559,2018,C,559,2018-10-16,1A,389,389,0,0,1,0,1765,10920,1803,8085,10723,715,0,275,329,0,22099,10765,1341,3479,17492,19633,61,7039,99,327
2018_C_0560,2018,C,560,2018-10-16,1B,251,7,244,242,0.027888446,0.972111554,986,31,17,15,39,9,0,253,221,229,4728,1375,2146,21,17507,25867,27,45,0,7
2018_C_0561,2018,C,561,2018-10-16,1B,497,9,488,482,0.018108652,0.981891348,1751,98,29,35,65,11,0,523,485,179,2114,5834,3732,33,19900,23548,109,201,0,3
2018_C_0562,2018,C,562,2018-10-16,1A,161,157,0,4,0.97515528,0.02484472,2481,9568,3121,9511,13395,667,11,209,253,133,24951,15785,1656,4359,23489,20166,11,5579,81,343
2018_C_0566,2018,C,566,2018-10-16,1A,383,379,0,4,0.989556136,0.010443864,1919,13165,2205,9068,11055,827,19,277,355,19,30309,14955,1447,4215,23488,21653,105,8232,155,485
2018_C_0568,2018,C,568,2018-10-16,1B,297,13,284,284,0.043771044,0.956228956,1231,79,33,81,125,11,0,255,303,165,438,2035,2871,63,17917,22814,37,67,5,5
2018_C_0569,2018,C,569,2018-10-16,1A,241,235,0,6,0.975103734,0.024896266,1652,7210,1915,5508,7381,477,9,269,259,7,19614,9713,1095,2637,15640,15835,45,4274,95,349
2018_C_0570,2018,C,570,2018-10-16,1A,301,283,18,16,0.940199336,0.059800664,1943,12212,2759,6205,10305,923,11,303,365,179,20821,12210,1525,3325,12212,19789,113,5757,147,395
2018_C_0572,2018,C,572,2018-10-16,1B,641,19,622,622,0.029641186,0.970358814,1271,85,13,31,47,9,0,395,363,335,7062,3095,3272,33,16057,24619,111,109,5,7
2018_C_0575,2018,C,575,2018-10-16,1A,435,415,18,20,0.954022989,0.045977011,2157,8750,2136,5416,8535,649,13,347,353,191,19925,11348,1127,2869,14344,17393,111,3649,115,407
2018_C_0576,2018,C,576,2018-10-16,1A,397,387,6,10,0.974811083,0.025188917,1246,9393,1783,4845,7277,593,3,257,301,143,15732,8075,988,1974,11300,13157,77,3112,155,483
